,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,2n Cycle,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow,Year_Birth,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8058252427184485,0.008677526859727853,0.595959595959596,0.004018754186202277,0.08040201005025126,0.006376811594202898,0.04247104247104247,0.003816793893129771,0.04984423676012461,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.4
11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6407766990291286,0.09219383519616925,0.8282828282828284,0.12993971868720697,0.3065326633165829,0.2782608695652174,0.8687258687258688,0.42748091603053434,0.09345794392523364,0.06666666666666667,0.1111111111111111,0.14285714285714285,0.6153846153846154,0.1
12,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5728155339805845,0.0866609718830083,0.5353535353535354,0.15606162089752176,0.010050251256281407,0.03072463768115942,0.011583011583011584,0.019083969465648856,0.04361370716510903,0.2,0.2222222222222222,0.03571428571428571,0.38461538461538464,0.30000000000000004
13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9126213592233015,0.023450377179157093,0.38383838383838387,0.0020093770931011385,0.07035175879396985,0.009855072463768115,0.02316602316602317,0.003816793893129771,0.01557632398753894,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.4
14,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.5145631067961176,0.12192150823537905,0.23232323232323235,0.6738111185532485,0.11055276381909548,0.06666666666666667,0.22779922779922782,0.2595419847328244,0.14018691588785046,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.9230769230769231,0.15000000000000002
15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8446601941747574,0.06033663390160858,0.5151515151515152,0.035498995311453445,0.02512562814070352,0.011014492753623189,0.007722007722007722,0.04961832061068702,0.012461059190031152,0.2,0.1111111111111111,0.0,0.23076923076923078,0.4
16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5145631067961176,0.0541856659889072,0.20202020202020204,0.05626255860683188,0.02512562814070352,0.022028985507246378,0.5791505791505792,0.04580152671755725,0.08722741433021806,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.35000000000000003
17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5436893203883528,0.11319134473092148,0.9191919191919192,0.6778298727394507,0.4020100502512563,0.288695652173913,0.0,0.061068702290076333,0.5482866043613707,0.13333333333333333,0.4074074074074074,0.14285714285714285,0.6923076923076923,0.25
18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.893203883495147,0.048248252463394974,0.8686868686868687,0.0026791694574681848,0.08542713567839195,0.011014492753623189,0.11583011583011583,0.0916030534351145,0.12149532710280374,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.30000000000000004
19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8640776699029153,0.05310285501161014,0.4141414141414142,0.05760214333556597,0.010050251256281407,0.042318840579710144,0.26640926640926643,0.1450381679389313,0.14953271028037382,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.38461538461538464,0.4
20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8349514563106801,0.0010782992648916585,0.42424242424242425,0.0006697923643670462,0.005025125628140704,1.0,0.003861003861003861,0.003816793893129771,0.003115264797507788,1.0,0.0,1.0,0.0,0.05
21,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5436893203883528,0.08553755549406258,0.6363636363636365,0.5807099799062291,0.0,0.049855072463768114,0.0,0.0,0.059190031152647975,0.2,0.07407407407407407,0.10714285714285714,0.6923076923076923,0.4
22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5922330097087389,0.0956392795697631,0.0,0.2572002679169457,0.0,0.059130434782608696,0.08108108108108109,0.12213740458015267,0.01557632398753894,0.2,0.2222222222222222,0.07142857142857142,0.6923076923076923,0.2
23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5631067961165073,0.05859060120071706,0.696969696969697,0.18084393837910248,0.01507537688442211,0.01565217391304348,0.15057915057915058,0.022900763358778626,0.308411214953271,0.4666666666666667,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4
24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7378640776699044,0.02535431981423776,0.8989898989898991,0.004018754186202277,0.020100502512562814,0.014492753623188406,0.05791505791505792,0.04580152671755725,0.040498442367601244,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.35000000000000003
25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8058252427184485,0.07764506659287511,0.04040404040404041,0.115874079035499,0.020100502512562814,0.017391304347826087,0.011583011583011584,0.022900763358778626,0.1277258566978193,0.26666666666666666,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.35000000000000003
26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9320388349514594,0.05508800846998809,0.26262626262626265,0.02411252511721366,0.010050251256281407,0.02434782608695652,0.07722007722007722,0.08015267175572519,0.03115264797507788,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.15000000000000002
27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6990291262135955,0.12465560595305414,0.9696969696969697,0.4581379772270596,0.5025125628140703,0.4643478260869565,0.08108108108108109,0.25190839694656486,0.0,0.06666666666666667,0.2222222222222222,0.3214285714285714,0.7692307692307693,0.1
28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9320388349514594,0.013909609345861858,0.3434343434343435,0.0053583389149363695,0.020100502512562814,0.005797101449275362,0.007722007722007722,0.007633587786259542,0.012461059190031152,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25
29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6796116504854375,0.055479023545123136,0.5656565656565657,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08396946564885496,0.2772585669781931,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002
30,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7475728155339816,0.058378550717663055,0.31313131313131315,0.07367716008037509,0.0,0.002898550724637681,0.007722007722007722,0.0,0.009345794392523364,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.25
31,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5728155339805845,0.06749521758485028,0.08080808080808081,0.06430006697923643,0.06030150753768844,0.05565217391304347,0.1274131274131274,0.08396946564885496,0.13395638629283488,0.4,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.30000000000000004
32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5145631067961176,0.10065179205216743,0.04040404040404041,0.32283991962491626,0.1708542713567839,0.27304347826086955,0.4594594594594595,0.2595419847328244,0.06853582554517133,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6923076923076923,0.35000000000000003
33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5631067961165073,0.07167456717638991,0.5555555555555556,0.02679169457468185,0.0,0.011014492753623189,0.007722007722007722,0.003816793893129771,0.009345794392523364,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7475728155339816,0.09869070105995163,0.37373737373737376,0.47019423978566643,0.08542713567839195,0.08753623188405797,0.0,0.030534351145038167,0.10903426791277258,0.3333333333333333,0.18518518518518517,0.21428571428571427,0.9230769230769231,0.1
35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8058252427184485,0.0330678441233442,0.7676767676767677,0.004018754186202277,0.01507537688442211,0.008115942028985508,0.05791505791505792,0.026717557251908396,0.11214953271028037,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003
36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7766990291262168,0.06120739439585163,1.0,0.036838580040187544,0.0,0.003478260869565217,0.007722007722007722,0.0,0.012461059190031152,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.23076923076923078,0.25
37,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.48543689320388594,0.07101134545279546,0.5353535353535354,0.2926992632283992,0.04020100502512563,0.11942028985507246,0.6177606177606177,0.18702290076335878,0.1308411214953271,0.13333333333333333,0.25925925925925924,0.3571428571428571,0.38461538461538464,0.30000000000000004
38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8446601941747574,0.11772711960248805,0.030303030303030304,0.28198258539852644,0.38190954773869346,0.31072463768115943,0.31660231660231664,0.6793893129770993,0.3177570093457944,0.13333333333333333,0.2962962962962963,0.21428571428571427,0.38461538461538464,0.2
39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.893203883495147,0.02831701096045334,0.888888888888889,0.0087073007367716,0.005025125628140704,0.01681159420289855,0.011583011583011584,0.0,0.021806853582554516,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4
40,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6213592233009742,0.03047511339437179,0.04040404040404041,0.006028131279303415,0.0,0.003478260869565217,0.011583011583011584,0.003816793893129771,0.009345794392523364,0.06666666666666667,0.0,0.0,0.23076923076923078,0.25
41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7961165048543712,0.008677526859727853,0.19191919191919193,0.0020093770931011385,0.005025125628140704,0.005797101449275362,0.011583011583011584,0.007633587786259542,0.037383177570093455,0.2,0.07407407407407407,0.0,0.23076923076923078,0.25
42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8058252427184485,0.11762184631302862,0.7272727272727273,0.08238446081714668,0.8241206030150754,0.15420289855072464,0.8764478764478765,0.11450381679389313,0.5420560747663551,0.06666666666666667,0.07407407407407407,0.14285714285714285,0.6923076923076923,0.05
43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.008677526859727853,0.24242424242424243,0.0020093770931011385,0.09045226130653267,0.008115942028985508,0.05791505791505792,0.08396946564885496,0.1557632398753894,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.45
44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7281553398058271,0.06015315759712213,0.9292929292929294,0.0087073007367716,0.03015075376884422,0.008695652173913044,0.011583011583011584,0.019083969465648856,0.040498442367601244,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.5
45,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5922330097087389,0.10650649085024724,0.393939393939394,0.5532484929671801,0.25125628140703515,0.183768115942029,0.19305019305019305,0.1450381679389313,0.11838006230529595,0.6,0.18518518518518517,0.07142857142857142,0.9230769230769231,0.4
46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6213592233009742,0.09588291203965495,0.29292929292929293,0.1640991292699263,0.09547738693467336,0.07246376811594203,0.14285714285714285,0.25572519083969464,0.04361370716510903,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.1
47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6893203883495147,0.11642173081319104,0.020202020202020204,0.43536503683858,0.18592964824120603,0.45217391304347826,0.10424710424710425,0.6374045801526718,0.09968847352024922,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.15000000000000002
48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8155339805825257,0.05122297484269163,0.5454545454545455,0.008037508372404554,0.03015075376884422,0.011594202898550725,0.11583011583011583,0.003816793893129771,0.009345794392523364,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003
49,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.8155339805825257,0.12159365713391965,0.5454545454545455,0.3415941058271936,0.6030150753768845,0.3188405797101449,0.6023166023166023,0.15267175572519084,0.7507788161993769,0.06666666666666667,0.14814814814814814,0.3214285714285714,0.5384615384615385,0.05
50,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8252427184466029,0.09721687500751952,0.5757575757575758,0.21969189551239116,0.04522613065326633,0.07188405797101449,0.04633204633204634,0.0916030534351145,0.3395638629283489,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002
51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6019417475728162,0.12129588411516296,0.5555555555555556,0.6590756865371734,0.2562814070351759,0.25043478260869567,0.694980694980695,0.4580152671755725,0.5919003115264797,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05
52,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.7087378640776727,0.10310315579243716,0.30303030303030304,0.19758874748827862,0.17587939698492464,0.27942028985507245,0.4671814671814672,0.4580152671755725,0.12461059190031153,0.06666666666666667,0.18518518518518517,0.17857142857142855,0.7692307692307693,0.15000000000000002
53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9223300970873787,0.0394143195736131,0.31313131313131315,0.0087073007367716,0.0,0.00463768115942029,0.007722007722007722,0.003816793893129771,0.01557632398753894,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002
54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7281553398058271,0.08154769782354994,0.6363636363636365,0.2993971868720696,0.0,0.016231884057971015,0.0,0.0,0.13395638629283488,0.2,0.2962962962962963,0.07142857142857142,0.46153846153846156,0.35000000000000003
55,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8640776699029153,0.11135958949432727,0.12121212121212122,0.4768921634293369,0.1306532663316583,0.3118840579710145,0.26640926640926643,0.04961832061068702,0.24922118380062305,0.06666666666666667,0.1111111111111111,0.21428571428571427,0.8461538461538463,0.05
56,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7961165048543712,0.09763796816535726,0.18181818181818182,0.30274614869390487,0.09045226130653267,0.059130434782608696,0.06177606177606178,0.06870229007633588,0.018691588785046728,0.26666666666666666,0.14814814814814814,0.07142857142857142,0.9230769230769231,0.15000000000000002
57,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5728155339805845,0.09037411119265613,0.26262626262626265,0.35030140656396513,0.035175879396984924,0.07768115942028986,0.14285714285714285,0.05343511450381679,0.5264797507788161,0.26666666666666666,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.35000000000000003
58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5631067961165073,0.09918247771214071,0.08080808080808081,0.3657066309444072,0.0,0.027826086956521737,0.0,0.022900763358778626,0.018691588785046728,0.06666666666666667,0.25925925925925924,0.10714285714285714,0.6153846153846154,0.25
59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.533980582524272,0.10367313545965326,0.29292929292929293,0.2665773610180844,0.20100502512562815,0.2127536231884058,0.4594594594594595,0.46564885496183206,0.09345794392523364,0.06666666666666667,0.25925925925925924,0.14285714285714285,0.3076923076923077,0.2
60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7572815533980588,0.036080164106019226,0.7575757575757577,0.0006697923643670462,0.01507537688442211,0.003478260869565217,0.011583011583011584,0.022900763358778626,0.04672897196261682,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.35000000000000003
61,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7184466019417499,0.0462360287305846,0.0,0.006697923643670462,0.0,0.0005797101449275362,0.0,0.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003
62,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.8349514563106801,0.1300335671402962,0.19191919191919193,0.4608171466845278,0.07035175879396985,0.17913043478260868,0.7760617760617761,0.0916030534351145,0.11838006230529595,0.06666666666666667,0.4074074074074074,0.3571428571428571,0.7692307692307693,0.25
63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6310679611650514,0.10131200596749161,0.04040404040404041,0.16543871399866042,0.24623115577889448,0.09217391304347826,0.02702702702702703,0.3129770992366412,0.3395638629283489,0.06666666666666667,0.18518518518518517,0.07142857142857142,0.7692307692307693,0.2
64,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7475728155339816,0.10997148597759784,0.9090909090909092,0.5733422638981915,0.2964824120603015,0.28231884057971013,0.22393822393822393,0.11068702290076335,0.22741433021806853,0.4666666666666667,0.07407407407407407,0.17857142857142855,0.38461538461538464,0.25
65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5922330097087389,0.09814628776303283,0.010101010101010102,0.3322170127260549,0.18090452261306533,0.26666666666666666,0.7297297297297297,0.22900763358778625,0.037383177570093455,0.2,0.14814814814814814,0.2857142857142857,0.46153846153846156,0.15000000000000002
66,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6407766990291286,0.0951986356581686,0.29292929292929293,0.17280643000669793,0.5376884422110553,0.16869565217391305,0.32432432432432434,0.1412213740458015,0.26791277258566976,0.26666666666666666,0.37037037037037035,0.10714285714285714,1.0,0.35000000000000003
67,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7961165048543712,0.08858145746357544,0.888888888888889,0.3784326858673811,0.03015075376884422,0.03768115942028986,0.0,0.022900763358778626,0.059190031152647975,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.6153846153846154,0.35000000000000003
68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5728155339805845,0.04000685780285621,0.5858585858585859,0.009377093101138647,0.05025125628140704,0.007536231884057971,0.015444015444015444,0.05725190839694656,0.028037383177570093,0.06666666666666667,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.1
69,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.8155339805825257,0.057924371668852344,0.686868686868687,0.0013395847287340924,0.005025125628140704,0.003478260869565217,0.007722007722007722,0.003816793893129771,0.003115264797507788,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.30000000000000004
70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.766990291262136,0.11056853591924636,0.3434343434343435,0.4829202947086403,0.5577889447236181,0.536231884057971,0.37451737451737455,0.06870229007633588,0.056074766355140186,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.38461538461538464,0.25
71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8058252427184485,0.11143177689281375,0.4040404040404041,0.6912257200267917,0.5276381909547738,0.45159420289855073,0.528957528957529,0.40076335877862596,0.1588785046728972,0.0,0.18518518518518517,0.2857142857142857,0.6923076923076923,0.2
72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.8058252427184485,0.036990026107775784,0.12121212121212122,0.0006697923643670462,0.0,0.002898550724637681,0.0,0.011450381679389313,0.028037383177570093,0.06666666666666667,0.0,0.0,0.23076923076923078,0.15000000000000002
73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6990291262135955,0.08168605700398233,0.09090909090909091,0.3864701942397857,0.0,0.03710144927536232,0.0,0.0,0.1588785046728972,0.13333333333333333,0.37037037037037035,0.03571428571428571,0.6153846153846154,0.4
74,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.893203883495147,0.04215443290782872,0.8787878787878789,0.042866711319490956,0.020100502512562814,0.03942028985507246,0.02702702702702703,0.019083969465648856,0.0529595015576324,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.3076923076923077,0.4
75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7378640776699044,0.03695694021680282,0.05050505050505051,0.0026791694574681848,0.005025125628140704,0.002898550724637681,0.007722007722007722,0.0,0.012461059190031152,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003
76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7766990291262168,0.032828723365857765,0.8787878787878789,0.016744809109176154,0.02512562814070352,0.011014492753623189,0.02702702702702703,0.0,0.07165109034267912,0.2,0.1111111111111111,0.0,0.23076923076923078,0.35000000000000003
77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6796116504854375,0.055479023545123136,0.5656565656565657,0.07501674480910918,0.08542713567839195,0.025507246376811593,0.1312741312741313,0.08396946564885496,0.2772585669781931,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002
78,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9126213592233015,0.11975739018492006,0.18181818181818182,0.10917615539182852,0.11557788944723618,0.24579710144927536,0.10424710424710425,0.2480916030534351,0.2367601246105919,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05
79,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6504854368932058,0.041673183584585584,0.9595959595959597,0.011386470194239785,0.04020100502512563,0.008115942028985508,0.03861003861003861,0.015267175572519083,0.009345794392523364,0.13333333333333333,0.037037037037037035,0.0,0.3076923076923077,0.35000000000000003
80,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.7475728155339816,0.05174633348171854,0.48484848484848486,0.087073007367716,0.0,0.00927536231884058,0.0,0.0,0.01557632398753894,0.3333333333333333,0.1111111111111111,0.03571428571428571,0.3076923076923077,0.35000000000000003
81,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.6213592233009742,0.07317696740738958,0.030303030303030304,0.19557937039517748,0.03015075376884422,0.02144927536231884,0.0,0.011450381679389313,0.1059190031152648,0.26666666666666666,0.2222222222222222,0.03571428571428571,0.46153846153846156,0.35000000000000003
82,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7766990291262168,0.1170984876740017,0.7070707070707072,0.23442732752846618,0.30150753768844224,0.3292753623188406,0.4247104247104247,0.5076335877862596,0.4517133956386293,0.06666666666666667,0.18518518518518517,0.21428571428571427,0.5384615384615385,0.1
83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7184466019417499,0.07887676407955051,0.797979797979798,0.09042196918955124,0.04522613065326633,0.022608695652173914,0.015444015444015444,0.0,0.021806853582554516,0.06666666666666667,0.07407407407407407,0.07142857142857142,0.38461538461538464,0.1
84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.766990291262136,0.06115475775112192,0.696969696969697,0.010046885465505693,0.010050251256281407,0.005797101449275362,0.0,0.003816793893129771,0.012461059190031152,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.35000000000000003
85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7475728155339816,0.0329294849429118,0.8484848484848485,0.01808439383791025,0.010050251256281407,0.008115942028985508,0.0,0.0,0.0,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.25
86,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8737864077669926,0.04265974469723402,0.30303030303030304,0.003348961821835231,0.01507537688442211,0.006376811594202898,0.04633204633204634,0.019083969465648856,0.028037383177570093,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.30000000000000004
